main,mid,sub,applicationNumber,link
03,01,16,4019660000332,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73eaba1c3644208300ad350106ce1fccdc3
26,01,15,4019660000332,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73eaba1c3644208300ad350106ce1fccdc3
26,13,25,4019660000366,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73ee89d385a2c12b1ac87028e7b76cbe515
26,13,25,4019660000367,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73ee89d385a2c12b1ac35d19e86e05dd923
03,09,02,4019660000463,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e07ea29d9f969287e95693a31a44dc43d
01,03,01,4019660000466,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e07ea29d9f969287e32700ab172a0201b
01,03,15,4019660000466,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e07ea29d9f969287e32700ab172a0201b
06,03,04,4019660000466,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e07ea29d9f969287e32700ab172a0201b
07,01,24,4019660000485,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73eed4fa40273a680c99b1233e578d4f20d
26,01,16,4019660000485,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73eed4fa40273a680c99b1233e578d4f20d
26,04,18,4019660000507,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c3dae81f072f9756f44c399bd2e886e19c11b8c4196271f77f36a7bd37d2dd3fec
27,09,02,4019660000507,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c3dae81f072f9756f44c399bd2e886e19c11b8c4196271f77f36a7bd37d2dd3fec
27,09,18,4019660000507,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c3dae81f072f9756f44c399bd2e886e19c11b8c4196271f77f36a7bd37d2dd3fec
26,01,18,4019660000508,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c3dae81f072f9756f44c399bd2e886e19c11b8c4196271f77ffc3eb9c4d1a9c0a7
27,09,02,4019660000508,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c3dae81f072f9756f44c399bd2e886e19c11b8c4196271f77ffc3eb9c4d1a9c0a7
27,09,18,4019660000508,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c3dae81f072f9756f44c399bd2e886e19c11b8c4196271f77ffc3eb9c4d1a9c0a7
26,01,18,4019660000509,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c3dae81f072f9756f44c399bd2e886e19c11b8c4196271f77f5726f50a425c0d6a
27,05,01,4019660000509,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c3dae81f072f9756f44c399bd2e886e19c11b8c4196271f77f5726f50a425c0d6a
26,04,09,4019660000532,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73ed29e37c1726c0ea6c4fe5a77fe7666a7
26,04,09,4019660000533,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73ed29e37c1726c0ea6e4d918530b37f64d
18,03,07,4019660000586,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73eb14c328359b137323cf27b8c5efa24db
26,04,03,4019660000588,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73eb14c328359b1373270deaf9014c902b6
26,04,18,4019660000588,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73eb14c328359b1373270deaf9014c902b6
26,04,04,4019660000614,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e4c811d1e92b09b1b5b0756db3fd64e38
26,04,07,4019660000614,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e4c811d1e92b09b1b5b0756db3fd64e38
26,04,18,4019660000614,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e4c811d1e92b09b1b5b0756db3fd64e38
26,04,04,4019660000615,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e4c811d1e92b09b1b5cb334a3e8404a23
26,04,07,4019660000615,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e4c811d1e92b09b1b5cb334a3e8404a23
26,04,18,4019660000615,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e4c811d1e92b09b1b5cb334a3e8404a23
18,04,02,4019660000644,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e1e5ee00ec88c4a64f7fff02c7f70cb13
18,04,02,4019660000679,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e748e08d0d15110c01240664cbe0c6f34
18,04,02,4019660000687,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e2da8a24f8e8bfffce4873d947a0bddd3bb1f0726f9755768
18,04,02,4019660000688,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e2da8a24f8e8bfffc4b20be11a97c62b4
01,01,02,4019660000766,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73ee1c906a3be2eea0a2d4e5fa987c05b3f
01,01,10,4019660000766,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73ee1c906a3be2eea0a2d4e5fa987c05b3f
26,01,13,4019660000766,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73ee1c906a3be2eea0a2d4e5fa987c05b3f
04,05,21,4019660000862,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e078edbb420b5658b9cdf7ee37b11b185
26,01,12,4019660000862,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e078edbb420b5658b9cdf7ee37b11b185
26,11,12,4019660000862,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e078edbb420b5658b9cdf7ee37b11b185
03,05,01,4019660000894,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73eedeae1ea26d3de72d08336c919733ab8
03,05,24,4019660000894,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73eedeae1ea26d3de72d08336c919733ab8
26,01,15,4019660000894,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73eedeae1ea26d3de72d08336c919733ab8
05,01,02,4019660000946,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e54babbface421e2ba1361c0484253a0f
05,01,16,4019660000946,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e54babbface421e2ba1361c0484253a0f
26,01,15,4019660000946,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c303e5e2a0997fd73e54babbface421e2ba1361c0484253a0f
19,09,02,4019660001002,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9e273adacf2df6fdb096d93aeccbedcd2
26,01,16,4019660001002,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9e273adacf2df6fdb096d93aeccbedcd2
26,01,04,4019660001102,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb93ff2d6ec77fee6fad979b85670d26b26
26,01,18,4019660001102,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb93ff2d6ec77fee6fad979b85670d26b26
27,09,08,4019660001102,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb93ff2d6ec77fee6fad979b85670d26b26
24,15,01,4019660001103,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb93ff2d6ec77fee6fa127d17d6c6c25df1
24,15,08,4019660001103,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb93ff2d6ec77fee6fa127d17d6c6c25df1
03,02,01,4019660001124,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9241540a3ac294991a1e3dd3e95c6f289
24,07,01,4019660001124,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9241540a3ac294991a1e3dd3e95c6f289
23,01,01,4019660001204,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9dcb7e1f3309c40e408b8c50e126f3533
27,05,12,4019660001204,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9dcb7e1f3309c40e408b8c50e126f3533
05,05,20,4019660001293,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb92dd52152013a70cbaa8b6adc702d7b64
27,09,15,4019660001293,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb92dd52152013a70cbaa8b6adc702d7b64
03,11,12,4019660001300,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb954fbfdb8c95171a800f827062ea797c6
26,01,15,4019660001300,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb954fbfdb8c95171a800f827062ea797c6
26,04,10,4019660001300,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb954fbfdb8c95171a800f827062ea797c6
03,11,12,4019660001301,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb954fbfdb8c95171a8916f22fd42db4fa9
25,01,17,4019660001301,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb954fbfdb8c95171a8916f22fd42db4fa9
26,01,04,4019660001301,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb954fbfdb8c95171a8916f22fd42db4fa9
01,03,16,4019660001307,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb954fbfdb8c95171a8955e286ed485ff08
26,04,13,4019660001307,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb954fbfdb8c95171a8955e286ed485ff08
26,11,08,4019660001307,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb954fbfdb8c95171a8955e286ed485ff08
24,15,11,4019660001308,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb954fbfdb8c95171a87a7c6d7cc05a6468
26,03,16,4019660001308,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb954fbfdb8c95171a87a7c6d7cc05a6468
26,01,18,4019660001419,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb913dc0ea5dc9ec41d754764f36a3b11af
27,09,08,4019660001419,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb913dc0ea5dc9ec41d754764f36a3b11af
19,11,11,4019660001425,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb93e87eb469da59b801bb2940ecd11c237
24,15,11,4019660001425,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb93e87eb469da59b801bb2940ecd11c237
19,11,11,4019660001426,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb93e87eb469da59b80cc373904c230dace
24,15,11,4019660001426,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb93e87eb469da59b80cc373904c230dace
26,01,05,4019660001465,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c3dae81f072f9756f43af95d24fb0e971c9f358b2689cf54d738b83cc33d86eea6
24,09,07,4019660001683,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb967e2ebdbd264785488e4019c9fe4b5e0
24,09,14,4019660001683,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb967e2ebdbd264785488e4019c9fe4b5e0
24,15,11,4019660001705,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9aa4f1868a54ccbba39178e4f75fade82
26,03,16,4019660001705,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9aa4f1868a54ccbba39178e4f75fade82
26,05,06,4019660001708,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9aa4f1868a54ccbbae8f31a273b18469c
26,05,18,4019660001708,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9aa4f1868a54ccbbae8f31a273b18469c
26,01,12,4019660001720,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb916c8dc2a79faeedaded0bf2b32061004
03,01,01,4019660001743,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb96bedf2d1cdaa92ea277e46e015361880
03,01,24,4019660001743,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb96bedf2d1cdaa92ea277e46e015361880
26,01,15,4019660001743,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb96bedf2d1cdaa92ea277e46e015361880
01,01,05,4019660001754,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9c6d49df6091d218a324fa0718c0f586e
01,11,08,4019660001754,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9c6d49df6091d218a324fa0718c0f586e
26,01,12,4119660000023,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290d924beb23ce4aea430f9d34d109cbbdc3217b21b9f268062a29b51c535034bf
26,04,10,4119660000023,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290d924beb23ce4aea430f9d34d109cbbdc3217b21b9f268062a29b51c535034bf
26,11,07,4119660000023,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290d924beb23ce4aea430f9d34d109cbbdc3217b21b9f268062a29b51c535034bf
19,07,09,4019660001803,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9dda46c78ddfdb4aa2212e07e958e1bda
03,07,24,4019660001825,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9dc7f57828dc8a3b804c90ec64ea1bc67
26,04,04,4019660001825,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9dc7f57828dc8a3b804c90ec64ea1bc67
27,09,18,4019660001825,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9dc7f57828dc8a3b804c90ec64ea1bc67
03,07,24,4019660001826,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9dc7f57828dc8a3b87ac9ade9717c6aa4
26,04,06,4019660001826,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9dc7f57828dc8a3b87ac9ade9717c6aa4
26,04,15,4019660001826,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9dc7f57828dc8a3b87ac9ade9717c6aa4
05,03,04,4019660001856,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9042c0ffd5c99e46fd9643b6b9df66a1e
05,05,20,4019660001856,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9042c0ffd5c99e46fd9643b6b9df66a1e
19,13,21,4019660001856,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9042c0ffd5c99e46fd9643b6b9df66a1e
26,04,06,4019660001867,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9c9991079bead90b991ee32d0a3905d85
26,04,07,4019660001867,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9c9991079bead90b991ee32d0a3905d85
26,04,18,4019660001867,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9c9991079bead90b991ee32d0a3905d85
07,01,01,4019660001883,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb98dd81f60519c73c860a1b02169fe5b1e
26,04,16,4019660001883,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb98dd81f60519c73c860a1b02169fe5b1e
27,09,12,4019660001883,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb98dd81f60519c73c860a1b02169fe5b1e
01,01,05,4019660001956,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9e7e541fb9ac7d746dec58ac9d3f512ee
01,11,08,4019660001956,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c35529fd990aac7fb9e7e541fb9ac7d746dec58ac9d3f512ee
24,05,03,4119660000027,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290d924beb23ce4aea430f9d34d109cbbdc3217b21b9f26806ad880589fc4346f8
26,04,09,4019660002014,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c3cf96aa97cbcd9a2003811b8039ba898ecb155539a576e7e6
24,09,01,4019660002046,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c3cf96aa97cbcd9a20c7e243510a44804461ff19436948d3ba
27,07,04,4019660002046,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c3cf96aa97cbcd9a20c7e243510a44804461ff19436948d3ba
26,04,06,4019660002060,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c3cf96aa97cbcd9a20769b1bd2260dc120bf108247ff11b5ff
26,04,18,4019660002060,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e2911f8d61bcb8a31c3cf96aa97cbcd9a20769b1bd2260dc120bf108247ff11b5ff
03,02,13,4019660002125,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c3dae81f072f9756f49ed0d243ff54603164949c8e1eecb6f9d25530e8a464515a
26,01,15,4019660002125,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c3dae81f072f9756f49ed0d243ff54603164949c8e1eecb6f9d25530e8a464515a
26,04,10,4019660002125,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c3dae81f072f9756f49ed0d243ff54603164949c8e1eecb6f9d25530e8a464515a
